text1,text2,label
ri,consultation,0
always,latitude,0
sched_slot,improving,0
for,move,1
slots_frame,pencil,0
have,nasa,0
indices,period,1
uplinkbandwidthpartid,rev,0
instance,untitled,0
is,groupbasedbeamreporting,1
mat_real128,ch,1
indexed,conditioning,0
count_mixed,barrier,0
int,harq_round_max,1
payload,r_index,1
sched_slot,revenue,0
curr_pucch,surely,0
cyclic_shift,transmissioncomb,1
ue,packard,0
uplinkconfigcommon,initialuplinkbwp,1
for,resort,0
scheduling,frame,1
ssb_table,ssb_mask,1
cfg,nfapi_nr_config_restricted_set_config_tag,1
the,sum,1
horizontal,beams,1
get_measured_rsrp,pill,0
in,map,1
two,each,1
number,balloon,0
nr_pucch_maxcoderate_t,null,1
assertfatal,capability,0
for,and,1
num_gnb_antenna_elements,sector,0
if,cqi_bitlen,1
uint8_t,attachment,0
nr_csi_meas_reporting,uncertainty,0
current,inspector,0
switch,proven,0
nr_schedule_pucch,slot,1
o_ack,dai_c,1
kind,either,1
find,one,1
with,definition,0
array,carrierbandwidth,1
mat,multiplication,1
tx,temp,0
pucchresset,resourcelist,1
antenna,tx,1
free,element,1
number,occurred,0
for,priu64,1
required,mit,0
with,slots,1
prach_config,packet,0
uplinkbandwidthpartid,ul_bwp,1
simde__m128,saying,0
control,lately,0
by,poems,0
license,surprised,0
indexed,outdoor,0
resourcetype,periodic,1
for,turkey,0
already,in,1
get,per,1
row,col,1
two,csi,1
we,resources,1
received,log,0
of,by,1
cfg,moses,0
ul_ack,to,1
mult_128,simde_mm_setr_ps,1
nr_pucch_csi_resource_t,periodic,1
uint16_t,upon,0
prach_sub_c_spacing,development,0
parse,levy,0
uint16_t,base12_idx,1
csi_report,ue,1
nth,slot,1
if,configured,1
dl_grid_size,value,1
srs,task,0
csi_period_offset,period,1
max_m,multimedia,0
value,index,1
n1,n2,1
present,nr_pucch_resource__format_pr_format0,1
add_tail_nr_list,sched_ctrl,1
to,inclusive,0
license,privileges,0
mark,for,1
const,dsc,0
uci_234,sound,0
pickandreverse_bits,refund,0
and,personals,0
from,section,1
log_d,inch,0
pucch,find,1
pucchres,maybe,0
index,lauderdale,0
log_e,orientation,0
sf,gzip,0
cri,each,1
pucch_slot,industries,0
predetermined,length,1
payload,hole,0
nr_sched_pucch_t,precipitation,0
get,interactive,0
pucch_config,determining,0
num_gnb_antenna_elements,port,1
ssb,rs,1
function,river,0
resourceconfig,alot,0
distance,assistant,0
carrier_config,analog,0
ul_slot_count,current,1
error,mac_stats,1
get_pucch_index,title,0
indices,ul,1
cexp,m_pi,1
const,choice,1
the,epa,0
nr_pucch_csi_resource_t,roger,0
get,ul,1
not,comfort,0
to,rights,0
const,auto,0
uint16_t,rx,1
const,managing,0
return,rev_bits,1
in,or,1
num_gnb_antenna_elements,rx,1
rsrp,counties,0
ssb,dynamic,0
slots,period,1
nr_configure_srs,index,1
alliance,you,1
add_tail_nr_list,harq_pid,1
not,pucch,1
ssb_table,choice,1
warranties,of,1
srs_pdu,t_offset,1
with,for,1
if,pdubitmap,1
protected,height,0
uint16_t,homes,0
count,ul,1
kind,implied,1
resource,gives,0
base00_idx,antenna,1
nr_mac,implies,0
invalid,not,1
mat_imag128,tomato,0
o1,n2,1
except,owen,0
pucch,loaded,0
int,const,1
from,mighty,0
nrmac,csi_report_id,1
single,domain,1
ue,corresponding,0
license,isle,0
maxcoderate,format3,1
param,to,1
const,dai_c,1
rx,tx,1
to,tones,0
can,on,1
ssb_table,ssb_mask,1
nr_mac,not,1
nrmac,spank,0
dl_frequency,array,1
handled,pucchres,1
report,kinase,0
harq_bit,restrictions,0
void,cumul_bits,1
cfg,restructuring,0
float,mult,1
int,pitch,0
frame,slot,1
single,feel,0
slot,first_ul_slot_period,1
log_d,allowed,0
measurement,features,0
cfg,prach_config,1
resources,to,1
sched_ctrl,rssi,1
nr_ue_harq_t,proc,0
uint16_t,regions,0
ssb_config,concerned,0
csi,ssb,1
cimag,newport,0
const,military,0
srs_resourcetoaddmodlist,cooked,0
for,srs_resource_set,1
choice,l139,1
base21_idx,famous,0
the,under,1
double,i_rows,1
skip_zero_padding,restaurant,0
single,electricity,0
nr_pucch_resourceset_t,cad,0
assume,this,1
pucch,sr_flag,1
ri_bitlen,ri_restriction,1
in,sched_pucch_size,1
int,csi_report_bitlen,1
ue,necessary,0
k1,in,1
each,has,1
cri,lane,0
const,comedy,0
prach_config,prach_configurationindex,1
update,rwanda,0
nr_reports,plug,0
ue,non,0
value,zerocorrelationzoneconfig,1
expected,at,1
restricted_set_config,garden,0
list,advertisers,0
scc,initialuplinkbwp,1
int,const,1
ack,player,0
to,addresses,0
nrmac,common_channels,1
generate,belongs,0
nr_ue_info_t,associations,0
num_root_sequences,frame_type,1
an,recipes,0
print128_number,pending,0
assertfatal,active,1
license,this,1
frame,nrmac,1
tl,brain,0
sched_frame,aol,0
informs,finally,0
dl,sagem,0
idx,srs,1
vrb_map_ul,max_bwp_size,1
rach_configcommon,egyptian,0
alliance,left,0
for,oai,1
tdd_slot_bitmap,tdd_nr_uplink_slot,1
ul_bwp,reproduce,0
nr_sched_pucch_t,vrb_map_ul,1
const,cri_ri_li_pmi_cqi_report,1
nrmac,off,0
todo,yet,1
frame,offset,1
nr_mac,harq,1
ue,rose,0
const,ntn_gnb_koffset,1
wrt,sched_pucch_size,1
if,frame_structure,1
include,vendor_ext,1
assertfatal,to,1
cfg,device,0
one,resource,1
pucch_frame,license,0
scheduling,with,1
nr_pucch_config_t,int,1
this,queue,0
from,patch,0
mm,nn,1
slot,archive,0
which,consensus,0
slot,global,0
try,repeat,0
mutex,international,0
shall,snapshot,0
ssb,sure,0
ssb_table,components,0
required,somebody,0
format,have,0
of,planets,0
supported,consumption,0
the,occasional,0
frequencyinfodl,popular,0
if,to,1
assertfatal,picks,0
over,chorus,0
if,n3,1
different,pucch,1
handle_dl_harq,dl_bler,1
has,frame,1
port,configuration,1
ssbri,for,1
const,sched_ctrl,1
or,kind,1
base11_idx,base21_idx,1
than,handy,0
int,publisher,0
i_rows,n2,1
int,found_piv,1
pid,pump,0
srs_pdu,corn,0
as,procedures,1
ue,mood,0
for,honduras,0
resources,for,1
frame,guide,0
pdus,it,1
phasing,hardcover,0
sfn,type,1
csi,for,1
get_k1_k2,n2,1
to,penguin,0
for,calls,0
const,base10_idx,1
rsrp,from,1
void,ue,1
csi,resource,1
predetermined,warranties,0
param,the,1
different,for,1
slot,rnti,1
ch,consequence,0
receive,sarah,0
csi_report,csi_meas_bitlen,1
ntn_gnb_koffset,tone,0
cfg,scc,1
ld,among,1
without,crossword,0
void,age,0
period,movers,0
mutex,audi,0
pucchres,format3,1
you,not,1
rach_configcommon,trail,0
find,sewing,0
nak,resident,0
n_pdus,disclosure,0
res_code,chi,0
going,find,1
precoding_weigths_generation,v_lm,1
configured,housewares,0
const,int,1
resourceconfig,mode,0
sched_ctrl,tpc1,1
uint16_t,base00_idx,1
feedback_frame,inns,0
format,format2,1
r_pucch,denver,0
pi,stuck,0
log_d,named,0
cqi_bitlen,combining,0
base23_idx,base33_idx,1
period_idx,count,1
report,higher,1
and,we,1
is_ul_slot,murder,0
resource,bolt,0
n2,o2,1
cfg,pubmed,0
pid,projectors,0
cri,ssb,1
prach_rootsequenceindex,tony,0
any,the,1
slot,halloween,0
in,ts,1
on,creations,0
srs_parameters_v4,meditation,0
if,schedule,1
slot,period,1
ul_buffer_index,frame,1
find_harq,slot,1
scheduling,yet,1
rs,shall,1
or,revenge,0
nr_pucch_config_t,pucch_config,1
csi_report,formed,0
scheduled,current,1
indicates,fiji,0
frame,adds,1
pmi_pdu,identity,1
frame_t,gen,0
carrier_config,ul_grid_size,1
invalid,implemented,1
csi,is,1
number,presentation,0
if,ddr,0
pucch_slot,mac,1
for,scheduling,1
curr_pucch,hygiene,0
contact,malpractice,0
resourcelist,loading,0
cfg,num_tlv,1
generate,vertical,1
ue,printable,0
codebook,ports,1
pucch,britney,0
if,allow,0
frame,controlling,0
uint16_t,num_prgs,1
if,xerox,0
request,rnti,1
uint16_t,ingredients,0
uint16_t,vrb_map_ul,1
uplink_bandwidth,frequency_range,1
nr_ue_harq_t,ship,0
frame_structure_t,abstract,0
tpc1,pucch_target_snrx10,1
blocking,in,1
vrb_map_ul,cooler,0
slot_t,gtk,0
uint32_t,plymouth,0
for,uci_234,1
mixed,iraq,0
evaluate_rsrp_report,kelkoo,0
assertfatal,resource,1
evaluate_cqi_report,metallica,0
required,agreed,1
if,dvds,0
advance,restriction,0
if,new,0
harq_bit,pickup,0
const,antenna,1
srs_parameters_v4,prg_size,1
from,csi,1
print128_number,europe,0
process,rank,0
cri,and,1
for,allocation,1
nr_schedule_srs,shopzilla,0
domain,filter,1
and,logic,0
ie,only,1
if,frame,1
don,to,1
assertfatal,optics,0
resourcelist,array,1
under,sustainable,0
nr_mac,ue,1
index,pucch,1
report,sched_slot,1
ul_ack,are,1
ul,full,1
for,valuable,0
count,is,1
sl_to_bitmap,startingsymbolindex,1
pucch,frame,1
curr_payload,pickandreverse_bits,1
are,carrier,0
the,venues,0
already,reform,0
to,ordinary,0
this,process,1
frame_start,multimedia,0
in,we,1
simultaneously,nancy,0
aborted,need,1
rsrp,foods,0
in,paragraphs,0
number,layers,1
cannot,pucch,1
of,implied,1
similarly,heights,0
and,schools,0
nrmac,appraisal,0
nn,cexp,1
higher,bed,0
if,copied,0
beam,predict,0
cfg,value,1
choice,brazilian,0
this,copyright,1
for,ue,1
openairinterface,one,1
simde_mm_setr_ps,float,1
setup,maternity,0
sched_ctrl,ue,1
uint32_t,mediumbitmap,1
list,psychological,0
get_nr_prach_format_from_index,edition,0
update,around,0
resources,tdd,1
including,info,0
choice,buf,1
find_harq,calendars,0
t_srs,struggle,0
assertfatal,jill,0
full,located,0
update,than,1
simultaneous_harqcsi,pucch_config,1
ssb,exclusive,0
initial,is,1
the,period,1
ue,estimate,0
harq,truck,0
required,rejected,0
find_harq,slot,1
ue,uci_234,1
temp_li,payload,1
www,org,1
slot,maker,0
int,x1_bitlen,1
not,this,1
configured,harm,0
the,firewall,0
weights,mat,1
the,public,1
use,except,1
array,indigenous,0
tl,nfapi_nr_config_uplink_frequency_tag,1
of,specifications,0
nr_mac,uci_234,1
to,poker,0
be,spatial,1
zero,bits,1
if,solid,0
log_d,for,1
if,harq,1
different,furniture,0
cfg,prach_config,1
period,wiki,0
scheduled,steel,0
prach,configuration,1
nrmac,frame_type,1
report,damaged,0
index,of,1
nr_pucch_csi_resource_t,list,1
current_bwp,official,0
cannot,available,1
ue,resulting,0
void,ri,1
find_harq,confidence,0
rate,allocation,1
ch,pi,1
mask,startingsymbolindex,1
beam_allocation_procedure,slight,0
count_mixed,ul,1
num_gnb_antenna_elements,port,1
mac,index,1
ssb_table,ssb_mask_list,1
ul_slot_count,see,0
cri,duke,0
beam,perform,0
unknown,__func__,1
get_full_dl_slots_per_period,switching,0
we,device,0
pointa,frame_type,1
ue,ordinary,0
new,occasion,1
sched_ctrl,csi_report_id,1
int,rid,0
indicates,benefits,0
adds,slots,1
in,italia,0
nr_mac,webcast,0
prach_fd_occasion,easter,0
value,frequencybandlist,1
report,with,1
pickandreverse_bits,payload,1
frequency_hopping,graham,0
int,legitimate,0
simultaneously,by,1
carrier_config,num_tx_ant,1
already,occupied,1
log_d,for,1
brief,period,1
number,bits,1
carrier_config,tl,1
the,pad,0
the,changelog,0
distance,if,1
const,rx,1
generate,horizontal,1
num_prgs,heel,0
payload,navigator,0
if,problem,0
csi_report,leader,0
mmc,rev,0
srs_config,researchers,0
skip_zero_padding,uint8_t,1
n_slots_frame,period,1
cri,apt,0
cfg,outstanding,0
simde_mm_setr_epi32,occasional,0
in,ohio,0
number,resource,1
void,bonus,0
srs_resource,b_srs,1
couldn,replacing,0
nack,statistics,0
if,for,1
const,dose,0
resources,this,1
ssb_mask_list,difficulties,0
int,laboratory,0
payload,cri_bitlen,1
sr,rnti,1
periodic,applies,0
the,random,0
const,job,0
ssb,audience,0
int,starter,0
occasion,already,1
downlinkconfigcommon,absolutefrequencypointa,1
row,col,1
alliance,under,1
pucch,mozilla,0
in,is,1
ext2,cellspecifickoffset_r17,1
select,tropical,0
mat_kj_128,modem,0
uint16_t,contributors,0
frame,slots_frame,1
assume,initial,1
else,unoccupied,1
slot,sched_ctrl,1
todo,handle,1
max_m,added,0
get_freq_range_from_band,list,1
sinr_report,curr_payload,1
layer,book,0
is,implemented,1
ch,chad,0
csi_reportconfigtoaddmodlist,usps,0
contributor,agreements,1
than,titten,0
vector,by,1
int,activities,0
cfg,frequencyinfodl,1
depend,strength,0
max,of,1
and,resources,1
nr_csi_report_t,worse,0
nn1,n1,1
decoded,error,0
not,rs,1
sched_pucch_size,syndrome,0
mat_i,mat_k,1
simde_mm_setr_epi32,mhz,0
pucch,been,1
nrofreportedrs,voyuer,0
srs_pdu,bwpstart,1
num_rx_ant,ports,0
vrb,applicable,0
float,coaches,0
int,memorabilia,0
resources,current,1
assume,function,1
r_index,ministry,0
current,press,0
and,frequency,0
log_e,shoulder,0
scc,satisfaction,0
nack,blogger,0
log_d,tb,1
static,slot,1
double,phase_sign,1
mat_real128,base31_idx,1
int32_t,teachers,0
curr_pucch,grill,0
be,in,1
from,of,1
configured,performances,0
csi_report,cumul_bits,1
we,pucch,1
base03_idx,pi,1
handle_nr_uci_pucch_0_1,hollywood,0
nr_frequencyinfoul,uplinkconfigcommon,1
choice,startingsymbolindex,1
sinr_report,ssb_rsrp_report,1
the,report,1
can,announcements,0
or,ethics,0
sched_ctrl,sched_pucch_size,1
language,mixed,0
as,basis,1
nfapi,vendor_ext,1
srs_pdu,mount,0
has,reports,1
the,running,0
tl,nfapi_nr_config_beam_id_tag,1
sched_frame,traditional,0
scs,scs_specificcarrierlist,1
cc_id,stripes,0
uint16_t,cri_bitlen,1
cell_config,phy_cell_id,1
generate,angles,1
frame,harq_round_max,1
frame_type,band,1
if,slot,1
int,iran,0
uint32_t,without,0
ssb,climb,0
of,containing,1
nr_mac,rehabilitation,0
nrofreportedrs,layer,1
const,jumping,0
count,sr,1
sched_ctrl,cri_ri_li_pmi_cqi_report,1
of,from,1
return,of,1
case,sending,0
not,peas,0
const,commons,0
structures,exhibit,0
frame_type_t,humor,0
the,introduce,0
full,surrey,0
sched_ctrl,temp_cqi,1
nfapi_nr_srs_pdu_t,srs_pdu,1
int,i_rows,1
ue,current_ul_bwp,1
is,yrs,0
nr_rach_configgeneric_t,marilyn,0
uint16_t,rep,0
the,this,1
mac,ue_beam,1
transm_interrupt,ul_failure,1
init_ue,nrra_wait_msg4_msgb_ack,1
of,precoding,1
vector,witch,0
frequencyinfoul,frequencybandlist,1
first_ul_slot_period,literary,0
license,governing,1
and,occasions,0
higher,anonymous,0
int,complete,1
cellspecifickoffset_r17,artists,0
future_ul_tti_req,numbers,0
mat_imag128,producing,0
assertfatal,cellular,0
alliance,under,1
by,in,1
harq,at,1
frame,row,0
ssb_per_rach,opened,0
log_d,loan,0
mat,rough,0
log_d,pid,1
bw_index,intensive,0
number,pee,0
frame_t,slot_t,1
from,csi,1
slot,amp,0
sr_resource_id,sr_period,1
srs,frankfurt,0
int,annie,0
slot,const,1
uint16_t,port,1
be,committees,0
the,director,0
are,max_k2,1
the,will,1
empty,information,1
log_d,titten,0
num_root_sequences,nfapi_nr_config_num_root_sequences_tag,1
srs_config,list,1
uint16_t,offense,0
of,ext,0
bool,mess,0
the,alliance,1
see,gauge,0
the,slot,1
this,decor,0
num_antenna_ports,civilization,0
sched_ctrl,plus,0
layer,liberal,0
if,set,1
uint16_t,survive,0
frequencyinfoul,generating,0
than,giving,0
pmiq,improvements,0
ul_ri,minute,0
carrier_config,imposed,0
max,k1,1
of,formula,0
fs,tdd_slot_bitmap,1
measurements,feat,0
instance,ssb,1
of,antenna,1
mat,adopt,0
value,sheep,0
sum_matrix,funeral,0
implemented,keep,0
prgs_list,ue,1
rach_configcommon,requiring,0
mat,discussions,0
idx,establish,0
srs_pdu,bwp_start,1
nr_sched_pucch_t,pucch,1
of,configuration,1
nn,tale,0
n_ul_slots_frame,viii,0
srs_pdu,srs_resource,1
mixed,pays,0
prach_rootsequenceindex,rocky,0
n_list,electric,0
to,following,1
int,sfn,1
const,n_ul_slots_frame,1
the,index,1
cfg,raised,0
const,directions,0
frame,success,1
csi_report,cri_ri_li_pmi_cqi_report,1
period,number,1
ul_ack,spice,0
mixed,is_ul_slot,1
int,mac,1
int,pi,1
int,current,1
srs_pdu,unwrap,0
rx,port,1
csi_report,payload,1
which,what,1
switch,srs_resource,1
so,kay,0
pmi_pdu,i_rows,1
int,strategic,0
evaluate_cqi_report,cqi_table,1
uint16_t,urge,0
with,gst,0
choice,such,0
carrier_config,most,0
resource_id,emacs,0
find,bass,0
ssb_table,ssb_positionsinburst,1
ue,fires,0
ue,or,1
pucch,speaking,0
slot,n_slots_frame,1
curr_payload,amendments,0
num_gnb_antenna_elements,bundle,0
conditions,kind,1
curr_pucch,csi_bits,1
scheduled,composition,0
to,decide,1
resourcesettoaddmodlist,congo,0
carrier_config,bw_index,1
the,bitmap,1
slot,tdd,1
choice,discussed,0
dl,for,1
that,contrast,0
i2_size,flame,0
ll,louise,0
pucch_slot,fs,1
by,gauge,0
the,mile,0
common_channels,tapes,0
void,frame,1
periodic,modems,0
mixed,conservative,0
if,frame_type,1
k2,google,0
resource,sets,1
for,rnti,1
prb,are,1
see,japan,0
layeridx,fixed,1
to,avoid,1
measurements,in,1
resourcesettoaddmodlist,hook,0
skip_zero_padding,funny,0
bwp_start,acknowledge,0
num_gnb_antenna_elements,reading,0
find,set,1
cri,manor,0
of,on,1
we,world,0
int,leaves,0
pucch,pst,0
mat_real128,simde_mm_setr_epi32,1
resourcetoaddmodlist,pucch,1
cfg,value,1
srs_pdu,imposed,0
as,catch,0
temporarily,bouquet,0
srs_config,surge,0
curr_pucch,monster,0
resource,granny,0
and,cartoons,0
reporting,marker,0
test_pucch0_vrb_occupation,contacted,0
pmi,antport,1
fs,structure,1
antenna,pcsi,1
functions,function,1
mat,listprice,0
is,net,0
can,skating,0
if,ext2,1
ssb_table,searches,0
assertfatal,synopsis,0
for,heading,0
log_d,agreements,0
periodic,resource,1
to,when,1
harq,miami,0
stored,invalid,1
csi,cigarette,0
curr_payload,strategy,0
the,number,1
spec,wrote,0
frame,slots,1
from,csi,1
llc,k1,1
shall,in,1
const,deviation,0
configured,assessments,0
ul_slot,and,1
scheduled,slot,1
nr_csi_measconfig_t,characterization,0
spec,rsrp,1
pmiq,o1,1
the,twisted,0
ue,artwork,0
sequence,tim,0
can,valves,0
n1,and,0
simde__m128,maximize,0
nr_mac,harq,1
the,this,1
value,associates,0
configuration,alfred,0
format,blade,0
measurement,showing,0
and,muscle,0
cumul_bits,sched_ctrl,1
tdd,panic,0
common_channels,servingcellconfigcommon,1
function,outside,1
mm,n2,1
ue,msgstr,0
spec,csi,1
dl,cole,0
sr,available,1
csi_measconfig,ue,1
the,count,1
choice,simultaneousharq_ack_csi,1
ssb_per_rach,present,1
nr_ue_harq_t,harq_processes,1
payload,cqi_table,1
log_d,nr_mac,1
for,fwd,0
log_d,phy,1
mcs_table,mcstableidx,1
ul_buffer_index,vrb_map_ul_size,1
frame,ul_bwp,1
api,parse,1
const,uint16_t,1
occasion,illustrated,0
v_lm,mm,1
to,id,1
list,subcarrierspacing,1
get_pucch_index,doc,0
sched_frame,floating,0
ssb,csi,1
nr_get_tpc,note,0
beam,occasion,1
if,in,1
called,yacht,0
mm,hdtv,0
pdus_list,tyler,0
uint16_t,poultry,0
the,pucch,1
ue_iterator,connected_ue_list,1
mac,type_r16,1
software,scales,0
int,ul_buffer_index,1
valid,lingerie,0
mib,beside,0
float,mat_k,1
beam_allocation_procedure,sched_frame,1
ul_bwp,warranties,0
get_ul_slots_per_frame,poland,0
work,somehow,0
index,precious,0
sched_frame,rhythm,0
feedback_frame,we,1
report,not,1
need,such,0
ue,o_csi,1
beam,arlington,0
log_d,happen,0
uint32_t,ssb_positionsinburst,1
if,bbs,0
ll,beams,1
nr_ue_harq_t,seemed,0
future_ul_tti_req,bill,0
in,schedule,1
pucch,individual,0
simde__m128,simde_mm_cvtepi32_ps,1
of,per,1
assertfatal,neutral,0
iterate,over,1
simde_mm_setr_epi32,survive,0
int,pain,0
prach_config,archived,0
report,reportconfigid,1
tpc,munich,0
is_ra,center,0
const,ue,1
uint16_t,exceed,0
const,attached,0
mat_imag128,created,0
phy,absent,0
number,bank,0
so,officer,0
resources,already,1
either,filter,1
pucch_config,setup,1
passed,integral,0
n_pdus,dear,0
find,infected,0
nack,suggesting,0
periodic,semi,1
num_prgs,qatar,0
uint16_t,pi00,1
pmi,evaluate,0
printf,var16,1
uint16_t,sl_to_bitmap,1
harq_confidence,harq,1
payload,ri_bitlen,1
initial,remarkable,0
double,waiting,0
ch,pi,1
nrmac,generally,0
int,k2,1
rnti,listed,0
cannot,not,1
prach_configurationindex,nfapi_nr_config_prach_config_index_tag,1
and,exceptional,0
harq_crc,officers,0
nr_mac,choir,0
resourcetoaddmodlist,chat,0
pid,gift,0
assertfatal,zope,0
rx,became,0
precoding,knowledge,0
harq_bit,focus,0
sum_matrix,mat_imag128,1
get_max_code_rate,discussed,0
dft,vertical,1
value,list,1
resources,watching,0
ue,current_ul_bwp,1
v_lm,tennis,0
is,groupbasedbeamreporting,1
list,doug,0
of,advertise,0
cfg,atmospheric,0
const,supplement,0
structures,mercury,0
cfg,tubes,0
ul_slot_count,aim,0
often,inquiries,0
ue,impaired,0
ri_bitlen,cumul_bits,1
cfg,frequency_range,1
test,to,1
expected,feedback,1
srs_pdu,rehabilitation,0
slot,wrt,1
frame,fs,1
r_index,csi_meas_bitlen,1
isnan,mult,1
scc,tattoo,0
log_d,beginner,0
log_d,sponsored,0
resources,queensland,0
nrmac,electron,0
the,in,1
language,governing,1
report,rs,1
supported,currently,1
all,comments,0
int,customers,0
assertfatal,recommend,0
false,prev,0
number,humor,0
uint8_t,rev_bits,1
ue,lol,0
ue_info,rnti,1
ssb_table,thirty,0
value,ssb_positionsinburst,1
informs,alias,0
for,than,1
according,size,1
value,advertise,0
set_pucch0_vrb_occupation,tiger,0
schedule,feedback,1
int,cumul_bits,1
c16_t,milan,0
this,for,1
const,num_gnb_antenna_elements,1
in,compliance,1
number,period,1
void,skill,0
log_d,this,1
nr_schedule_pucch,forwarding,0
of,friday,0
num_ant_ports,nrofsrs_ports,1
n_pdus,place,0
oai,aid,0
for,nn,1
cri,gaming,0
for,slovenia,0
number,friends,0
iterate,bits,1
schedulingrequestresourcetoaddmodlist,necklace,0
mac,related,1
period,from,1
int,fetish,0
if,stylus,0
is,acquisitions,0
of,scientific,0
is,set,1
alliance,beads,0
report,don,0
rx,customers,0
restricted_set_config,manner,0
resource,rrc,1
measurements,entities,0
get_frame_type,scc,1
determined,sched_pucch_size,1
prach_sequence_length,tl,1
ch,base12_idx,1
nrmac,idx,1
except,additions,0
mat,accompanying,0
scheduled,in,1
index,element,1
more,textbooks,0
contact,openairinterface,1
null,phpbb,0
matrix_rank_128bits,mat,1
slots,lace,0
is,in,1
if,csi_bits,1
const,dip,0
cfg,format,1
ue,romania,0
slot,size,1
number,that,1
uint16_t,num_prgs,1
and,information,1
usage,green,0
payload,r_index,1
single,sam,0
index,learning,0
pucch,in,1
of,literally,0
in,executed,0
to,involving,0
frame_t,nfapi_nr_uci_pucch_pdu_format_2_3_4_t,1
log_d,frame,1
nrmac,newly,0
csi_meas_bitlen,pmi_x2_bitlen,1
